Service_Quality,Ticket_Resolution_Speed,Website_Ease_of_Use,Mobile_App_Experience,Escalation_Handling,Value_Adds,Customer_Support_Responsiveness,Transparency_in_Policy,Trust_in_Company,Technical_Issue_Frequency,Would_Recommend,Use_Again,Overall_IT_Support,CSI_Index,Customer_Feedback,Sentiment_Score,CSI_Score
poor,poor,excellent,average,,poor,very poor,excellent,yes,Sometimes,,no,Neutral,low,Near let maintain nor big light.,-0.8635589180000001,68.93538650100001
good,average,poor,poor,good,,,poor,,Never,,,,low,Eat reason show create without notice east.,-0.41239155800000005,50.0
poor,good,good,excellent,good,excellent,average,very poor,,Never,yes,,Bad,low,Event sign pass officer knowledge while.,0.595420635,58.26827252
average,good,average,,,average,excellent,good,,Never,no,yes,Very Good,medium,,0.309369107,82.782256348
very poor,excellent,good,poor,,good,,average,no,Never,no,yes,Neutral,low,,-0.55993246,59.274353025
very poor,,good,average,excellent,good,good,average,yes,Often,,,Very Bad,low,Figure speak hundred money situation wear tough throw official.,0.378991982,55.4494962
,excellent,excellent,average,average,very poor,very poor,poor,yes,,no,no,Very Bad,low,,0.434527166,69.074754237
poor,poor,good,excellent,,good,poor,,yes,Always,,,Neutral,medium,,-0.800946231,75.973796919
average,,very poor,good,,poor,excellent,good,,Sometimes,,no,Very Good,medium,Figure like task new treatment position the authority force.,-0.7990725359999999,76.02173627399999
excellent,good,poor,,poor,poor,excellent,good,no,Always,yes,no,,low,,-0.7345244360000001,63.73383885
,excellent,good,poor,average,poor,poor,good,yes,Never,no,no,Bad,low,,0.217542444,50.0
excellent,very poor,very poor,very poor,very poor,,,poor,,Never,yes,yes,,low,,-0.974128426,50.0
,good,average,poor,very poor,very poor,good,excellent,yes,Always,,no,Very Good,medium,,0.22380630499999998,81.457808868
good,very poor,,,poor,excellent,average,poor,,Always,yes,,,medium,,-0.8309404890000001,71.534216988
good,good,poor,excellent,average,excellent,good,average,yes,Often,,,Bad,medium,,0.278584086,89.68661923100001
,very poor,poor,,,average,very poor,good,no,Always,,yes,Neutral,low,,-0.359991816,50.0
good,average,very poor,,,good,,very poor,,Often,yes,yes,Very Bad,low,Media respond position appear explain tonight fact control event party east.,-0.15902226400000002,69.276789738
average,,good,excellent,very poor,average,poor,good,no,Never,no,yes,Very Good,medium,,-0.969430201,84.469089987
,good,poor,excellent,average,poor,average,,,,yes,no,Bad,medium,,0.424449602,70.062411537
,poor,very poor,poor,excellent,average,,,,Often,no,,Good,low,,0.460690577,57.217277547
good,,excellent,good,,average,good,,yes,Never,yes,,,low,,0.036460196,59.361015362
,poor,,good,poor,good,very poor,average,yes,Sometimes,no,no,Bad,low,,0.12116374199999996,56.647894347
average,poor,poor,excellent,good,poor,good,average,no,Sometimes,no,yes,Very Bad,medium,Discussion industry work owner right according student use.,0.09599031999999996,72.889251876
very poor,,very poor,,good,average,excellent,poor,yes,Sometimes,yes,no,Neutral,low,Least them task any little defense.,0.6361837749999999,64.473493608
very poor,poor,average,average,average,poor,,very poor,no,,no,no,Very Bad,low,,-0.08008464200000001,57.232905741
good,average,,average,,poor,average,very poor,yes,,yes,,Neutral,medium,,-0.20152509300000002,80.109733194
good,good,good,poor,,,excellent,excellent,no,Sometimes,no,yes,Very Bad,medium,,0.710295052,80.54284467900001
good,,,poor,,excellent,poor,good,,Never,,yes,Very Good,low,Cut try population do especially alone recent soldier bill lose despite.,0.6771236110000001,67.20484283100001
average,average,,good,excellent,excellent,poor,average,no,Never,no,no,Neutral,low,Majority reach type deal two section.,-0.16760109099999998,67.24254284
average,average,,very poor,excellent,poor,poor,good,no,Never,,no,Very Good,low,,0.257607937,50.277090474000005
very poor,average,poor,,,very poor,average,poor,,Sometimes,,,Very Good,medium,,-0.923483032,72.546288111
good,excellent,excellent,,,very poor,excellent,very poor,no,Often,,yes,,low,,0.384860082,64.79275847000001
average,very poor,average,,good,excellent,good,good,no,,yes,no,,medium,Check yeah agreement character quality space executive toward church window dog economy structure.,-0.507772634,87.1277739
good,,very poor,,good,average,good,,yes,Never,yes,,Neutral,low,Commercial recognize adult already stock bag coach investment.,-0.336193707,60.383811267
,very poor,,very poor,very poor,,,very poor,,Often,,no,Very Bad,medium,,0.169267381,86.31835310700001
,very poor,average,very poor,poor,very poor,average,poor,,Never,no,,Good,low,Carry up establish leg relationship scientist bar both above term.,0.369830527,61.25396454
good,average,good,average,excellent,very poor,,,no,Always,,yes,Neutral,low,Center speak you certain not training.,0.593128622,53.97786193
poor,excellent,poor,poor,excellent,excellent,average,excellent,no,,yes,no,Very Good,high,,0.8554493620000001,100.0
good,,,very poor,good,very poor,poor,very poor,no,Always,no,no,,medium,,0.19720386299999998,80.95688991
very poor,average,poor,average,good,very poor,poor,poor,yes,Often,no,,Very Bad,low,,-0.327464803,67.556037735
excellent,,good,very poor,excellent,,average,poor,,,yes,no,Very Bad,high,Man follow law ball ok entire past artist left strong.,-0.870399389,92.30897264
very poor,average,,very poor,good,good,,poor,no,Never,yes,no,Very Bad,low,,0.13388122999999996,57.33576063
average,average,average,very poor,,average,excellent,good,yes,Sometimes,,,Very Bad,low,,-0.341578975,59.54975398
excellent,excellent,good,poor,,poor,excellent,good,yes,Sometimes,,,Very Good,medium,,0.318567942,79.849887843
average,poor,very poor,poor,average,excellent,poor,poor,yes,Sometimes,,no,Very Bad,low,Break national at travel about soon feel section.,-0.07540646900000002,56.420710254
very poor,good,good,excellent,excellent,excellent,average,very poor,,Always,yes,yes,,low,Structure daughter play under education lay not could discuss five.,0.717766656,65.090712412
average,poor,good,very poor,excellent,,good,very poor,no,Never,yes,yes,Good,medium,,-0.493766931,84.53398617
very poor,excellent,poor,excellent,good,,very poor,excellent,no,Always,,,Very Good,low,,0.809114196,63.98747358
poor,poor,good,very poor,very poor,,poor,excellent,yes,,yes,no,Very Good,medium,,-1.0,82.937110464
poor,poor,very poor,,poor,excellent,good,,no,Often,,no,Neutral,medium,Believe everybody possible individual write admit a civil edge administration interview defense.,0.565685936,73.863236529
excellent,average,good,good,excellent,good,,good,no,Always,,yes,Very Good,high,Reveal need specific program appear start issue.,1.0,97.05476320100001
good,very poor,very poor,average,excellent,,very poor,excellent,,Always,yes,,Good,low,,0.208136029,56.140797285
good,excellent,good,average,average,good,very poor,average,,Often,no,yes,Very Good,low,Discover claim color end science store public over remain.,-0.7900992,63.06122265
good,average,poor,average,very poor,excellent,,poor,yes,,,,Neutral,low,,0.281107229,65.663727642
good,average,average,very poor,poor,average,very poor,excellent,yes,Never,no,,Bad,low,,-1.0,50.0
,average,very poor,poor,very poor,good,,poor,,Sometimes,yes,,,medium,Find arm walk face pretty often car media southern.,0.48359524000000004,87.889197447
very poor,poor,,very poor,average,excellent,good,good,,Always,yes,yes,Neutral,low,Respond magazine attack nearly tree here.,0.48167829300000004,50.0
good,poor,very poor,average,,excellent,,very poor,yes,Never,no,yes,,low,,-0.5784710070000001,50.0
very poor,good,very poor,very poor,excellent,good,poor,average,,,yes,yes,Bad,medium,,-0.025762631000000008,82.540467441
good,very poor,good,,excellent,very poor,poor,excellent,yes,,yes,no,Good,medium,,-0.9093795760000001,86.2986213
average,very poor,very poor,excellent,excellent,excellent,average,good,yes,Never,no,,Very Good,low,,0.24835964000000002,60.930998909
good,good,good,poor,excellent,,very poor,very poor,,,yes,,Very Good,medium,,0.09140063599999998,86.88251403
poor,excellent,good,,average,very poor,very poor,,yes,Sometimes,no,yes,Neutral,medium,Director candidate find prepare measure market chance either write.,0.294936109,87.25466768400001
excellent,poor,,excellent,good,very poor,poor,average,,Always,yes,,Bad,medium,Story administration believe no yes law.,-0.275153352,74.548885392
very poor,poor,poor,,poor,good,average,poor,,Never,no,no,,low,,0.231223252,52.12522701
,poor,excellent,,,,good,excellent,yes,Often,yes,yes,Very Good,medium,,-0.24982307999999998,82.718181304
poor,poor,average,poor,,very poor,good,poor,yes,Often,,yes,,medium,,-0.7700623120000001,75.221023554
average,excellent,poor,good,very poor,average,very poor,average,no,Never,no,no,Very Good,medium,Include worker agency pattern reflect when until computer mean carry once.,-0.8880278509999999,78.486212385
poor,good,good,,average,poor,excellent,excellent,yes,Sometimes,no,,,medium,,-0.289189878,76.3414429
excellent,excellent,excellent,,poor,very poor,very poor,excellent,no,Always,no,,Bad,medium,Should scene kind eye likely suggest lot laugh term character enter quickly.,0.652531048,79.793015192
good,good,,average,excellent,very poor,,average,yes,Never,yes,,Good,low,,0.528547378,51.16218265
good,good,poor,average,good,,poor,good,,Sometimes,yes,,Neutral,low,,-0.10250166100000001,56.698570953
poor,average,excellent,poor,poor,excellent,average,excellent,yes,Sometimes,no,yes,Very Bad,medium,,0.350927333,86.29880578
excellent,average,average,excellent,,very poor,excellent,excellent,yes,Often,,no,Good,low,,-0.517516356,64.28735000600001
poor,average,very poor,good,poor,good,very poor,good,yes,Always,yes,yes,Very Good,medium,,-1.0,84.546211545
excellent,poor,average,excellent,very poor,excellent,poor,good,,,,yes,Neutral,low,Positive practice rich baby remain article soon.,0.627885081,54.90536144
,very poor,excellent,very poor,average,average,poor,poor,yes,,no,no,,medium,,0.33652548099999996,88.952901588
excellent,very poor,good,average,average,poor,average,average,,Sometimes,no,no,Good,medium,,-1.0,79.95522379500001
excellent,good,average,poor,poor,poor,very poor,excellent,no,Sometimes,no,no,Good,low,We represent carry cup though none nature know region participant.,0.49067124,68.665255902
good,very poor,good,,poor,poor,very poor,good,,Always,,no,Bad,low,,-0.479902782,67.72316006700001
good,very poor,good,good,,excellent,,average,,Never,,,Bad,medium,Move stop follow Republican fight know try group authority attorney.,-0.43575962,87.15898873
poor,excellent,very poor,poor,good,very poor,,poor,yes,,no,no,Very Bad,low,,0.263495286,59.90397813
excellent,,very poor,,poor,,,good,yes,Always,,yes,Very Bad,medium,,-0.202930778,76.558054986
average,good,poor,very poor,very poor,excellent,average,,yes,Often,yes,no,,low,,-0.651634994,50.0
average,,good,,poor,very poor,average,average,no,Sometimes,,yes,Very Good,low,,-0.38810441,62.441992827
good,good,good,excellent,,very poor,average,,,Always,,no,Neutral,high,,0.882437592,99.86579005
good,,excellent,excellent,good,poor,very poor,very poor,yes,Never,no,yes,Neutral,medium,You describe six range computer above make.,-0.7680914889999999,78.408483471
good,excellent,excellent,excellent,excellent,good,average,poor,no,Often,,yes,Bad,high,,-0.08623463599999998,99.640309032
good,very poor,poor,poor,poor,good,poor,very poor,no,Never,no,yes,Bad,low,,-0.363970361,51.613798743
good,poor,excellent,good,good,,excellent,good,,,yes,yes,Very Bad,low,,-0.11114493399999997,56.843145678000006
poor,average,average,,excellent,average,average,very poor,,,yes,,Good,medium,,-1.0,76.033518354
average,good,excellent,very poor,,excellent,poor,poor,no,Always,no,,,medium,,0.326004135,81.850487706
excellent,average,excellent,,excellent,very poor,excellent,excellent,,,yes,no,Good,high,Career young fire no professional scientist long green tend question.,1.0,100.0
good,good,,average,average,good,poor,excellent,no,Often,yes,no,Very Bad,medium,Key indeed military hundred real trial Mr never recent mission generation.,0.718992884,74.12891818
excellent,poor,good,very poor,poor,poor,average,good,no,Never,yes,,,low,Fall though seem allow prepare out newspaper nothing.,0.08799113199999997,55.302552558
good,average,average,good,excellent,poor,good,excellent,,Sometimes,yes,no,Bad,high,Trial similar science participant star year head assume build adult.,0.6883414240000001,100.0
poor,,average,good,average,excellent,good,good,yes,,yes,yes,Bad,high,Owner sound for over board American will today college left better support success.,0.658362443,98.16034474
excellent,excellent,very poor,excellent,poor,good,very poor,poor,no,Never,yes,yes,Good,low,,-0.9840491550000001,62.752462812000005
average,,,good,very poor,average,excellent,good,yes,Often,no,no,Bad,medium,,-0.632918454,75.77529658
average,poor,,good,poor,poor,very poor,very poor,yes,Never,,,Neutral,medium,,-0.137443688,84.05060992199999
very poor,excellent,good,good,,poor,good,good,no,Always,yes,,,medium,Nothing evidence true approach hard interest themselves whose such.,-0.7159489590000001,89.29071604800001
poor,very poor,,poor,excellent,,excellent,,no,Always,,yes,Very Good,low,,-0.5772468159999999,64.299360006
poor,good,very poor,poor,excellent,excellent,poor,good,,Sometimes,yes,,Good,low,,0.021714433999999977,52.180493292
poor,,good,average,average,very poor,average,,,Sometimes,yes,,Neutral,medium,,-0.848486654,79.597038402
very poor,good,good,,,poor,excellent,,no,Never,,yes,Bad,medium,Peace sure movement less difficult yeah animal.,-1.0,82.584540045
excellent,good,excellent,good,average,excellent,good,average,yes,Never,no,yes,Very Good,low,Support threat hit nature gun condition with someone for the mention light determine.,-0.029540254999999987,61.70229517100001
poor,excellent,poor,average,good,,average,average,no,Sometimes,no,no,Good,low,,0.24704956699999997,68.649242751
poor,poor,poor,average,excellent,poor,,very poor,,,yes,,,low,Behavior sign southern baby cultural standard somebody my ten senior reflect hot.,-0.01618971600000002,59.45444089200001
excellent,poor,,very poor,poor,very poor,,average,yes,Often,,yes,Neutral,medium,Assume break as month oil over news yet.,0.295260672,87.489351153
,average,excellent,average,poor,poor,poor,poor,no,Sometimes,yes,yes,Bad,low,,-0.09788668900000001,50.0
poor,poor,,good,average,very poor,average,good,no,Never,yes,no,Very Good,low,,-0.59737998,51.932055294
excellent,,excellent,poor,very poor,very poor,,very poor,,,yes,no,Very Good,low,Outside stay goal cold time assume identify.,0.6432263949999999,50.0
excellent,very poor,excellent,poor,excellent,excellent,average,average,,Sometimes,no,no,Very Bad,high,,1.0,94.751241035
